λabs (nm),smiles
682.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccccc4ccc3N2CCCC)=[N+](CCCC)c2ccc3c(cccc3)c21.[I-]
681.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccccc4ccc3N2CCCC)=[N+](CCCC)c2ccc3c(cccc3)c21.[I-]
685.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccccc4ccc3N2CCCC)=[N+](CCCC)c2ccc3c(cccc3)c21.[I-]
686.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccccc4ccc3N2CCCC)=[N+](CCCC)c2ccc3c(cccc3)c21.[I-]
689.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccccc4ccc3N2CCCC)=[N+](CCCC)c2ccc3c(cccc3)c21.[I-]
697.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
683.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
682.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
681.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
685.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
686.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
689.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
699.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
685.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
685.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
683.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
688.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
682.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
689.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
692.0,CC1(C)C(/C=C/C=C/C=C2/C(C)(C)c3c4ccc(Br)cc4ccc3N2CC)=[N+](CC)c2ccc3c(ccc(Br)c3)c21.[I-]
761.0,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(O[K])=O)c3ccc(C(O)=O)cc3C2(C)C)=[N+](CC)c2c1c1c(cc2)c(S(=O)(O[K])=O)cc(S(=O)([O-])=O)c1
750.0,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(O[K])=O)c3ccc(C(O)=O)cc3C2(C)C)=[N+](CCCCS(=O)([O-])=O)c2c1c1c(cc2)cc(S(=O)(O[K])=O)cc1
778.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CC)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](CC)c2ccc(S(=O)([O-])=O)cc21
785.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CC)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](CC)c2ccc(S(=O)([O-])=O)cc21
790.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CC)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](CC)c2ccc(S(=O)([O-])=O)cc21
801.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CC)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](CC)c2ccc(S(=O)([O-])=O)cc21
805.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CC)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](CC)c2ccc(S(=O)([O-])=O)cc21
783.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
791.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
796.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
807.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
811.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
686.0,CC1(C)C(/C=C/C2=C(Nc3ccc(OC)cc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
689.0,CC1(C)C(/C=C/C2=C(Nc3ccc(OC)cc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
694.0,CC1(C)C(/C=C/C2=C(Nc3ccc(OC)cc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
709.0,CC1(C)C(/C=C/C2=C(Nc3ccc(OC)cc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
712.0,CC1(C)C(/C=C/C2=C(Nc3ccc(OC)cc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
786.0,CC1(C)C(/C=C/C2=C(SCC(O)=O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
789.0,CC1(C)C(/C=C/C2=C(SCC(O)=O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
795.0,CC1(C)C(/C=C/C2=C(SCC(O)=O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
804.0,CC1(C)C(/C=C/C2=C(SCC(O)=O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
815.0,CC1(C)C(/C=C/C2=C(SCC(O)=O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
794.0,CC1(C)C(/C=C/C2=C(Sc3ccccc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
795.0,CC1(C)C(/C=C/C2=C(Sc3ccc(N)cc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
798.0,CC1(C)C(/C=C/C2=C(Sc3ccc(NC(C)=O)cc3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)([O-])=O)cc21
783.0,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(O[Na])=O)c3ccc4c(cccc4)c3C2(C)C)=[N+](CCCCS(=O)([O-])=O)c2ccc3c(cccc3)c21
818.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3\N(CCCCS(=O)(O[Na])=O)c4ccc5c(cccc5)c4C3(C)C)CCC2)=[N+](CCCCS(=O)([O-])=O)c2ccc3c(cccc3)c21
777.0,CC1(C)C(/C=C/C=C/C=C/C=C2\N(C)c3ccc4c(cccc4)c3C2(C)C)=[N+](C)c2ccc3c(cccc3)c21.[O-][Cl+3]([O-])([O-])[O-]
815.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3\N(C)c4ccc5c(cccc5)c4C3(C)C)CCC2)=[N+](C)c2ccc3c(cccc3)c21.[O-][Cl+3]([O-])([O-])[O-]
620.0,CN(C)c1ccc(/C=C/C=C/c2[n+](CC)c3c(cccc3)s2)cc1
636.0,CN(C)c1ccc(/C=C/C=C/c2[n+](Cc3ccccc3)c3c(cccc3)s2)cc1
541.0,CN(C)c1ccc(/C=C/C=C/c2[n+](Cc3ccccc3)c3c(cccc3)s2)cc1
819.0,Cc1c2cc(OC)ccn2c(/C=C/C=C/C=C2/[n+]3ccc(OC)cc3C(C)=C2c2ccccc2)c1-c1ccccc1
838.0,Cc1c2cc(OC)ccn2c(/C=C/C=C/C=C2/[n+]3ccc(OC)cc3C(C)=C2c2ccccc2)c1-c1ccccc1
823.0,Cc1c2cc(OC)ccn2c(/C=C/C=C/C=C2/[n+]3ccc(OC)cc3C(C)=C2c2ccccc2)c1-c1ccccc1
797.0,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)([O-])=O)c3ccc4c(cccc4)c3C2(C)C)=[N+](CCCCS(=O)([O-])=O)c2c1c1ccccc1cc2.[Na+]
410.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
415.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
409.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
403.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
417.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)ccc(C(C)(C)C)c2.[I-]
418.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)ccc(C(C)(C)C)c2.[I-]
420.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)ccc(C(C)(C)C)c2.[I-]
420.0,Oc1c(/C=C/c2[n+](CC)c3ccccc3s2)cc(C)cc1-c1nc2c(o1)ccc(C(C)(C)C)c2.[I-]
432.0,Oc1c(/C=C/C2=[N+](CC)c3ccccc3C2(C)C)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
443.0,Oc1c(/C=C/C2=[N+](CC)c3ccccc3C2(C)C)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
443.0,Oc1c(/C=C/C2=[N+](CC)c3ccccc3C2(C)C)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
443.0,Oc1c(/C=C/C2=[N+](CC)c3ccccc3C2(C)C)cc(C)cc1-c1nc2c(o1)cccc2.[I-]
680.0,CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(O)=O)c3cc4ccccc4cc3C2(C)C)=[N+](CCCCNC(c2cc(N(CCS(=O)([O-])=O)CCS(=O)(O)=O)cc(NCCS(=O)(O)=O)c2)=O)c2ccc3c(cccc3)c21
688.0,CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(O)=O)c3cc4ccccc4cc3C2(C)C)=[N+](CCCS(=O)([O-])=O)c2ccc3c(cccc3)c21
679.0,CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(NCC(S(=O)(O)=O)C(NCC(S(=O)(O)=O)C(O)=O)=O)=O)c3cc4ccccc4cc3C2(C)C)=[N+](CCCS(=O)([O-])=O)c2ccc3c(cccc3)c21
1046.0,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)c3cccc4cccc2c34)CCC/C1=C\C=c1\n(CCCCS(=O)([O-])=O)c2cccc3cccc1c23.[Na+]
1039.0,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)c3cccc4cccc2c34)CCC/C1=C\C=c1\n(CCCCS(=O)([O-])=O)c2cccc3cccc1c23.[Na+]
1041.0,ClC1=C(/C=C/C(c2c(-c3ccccc3)n(CCCCS(=O)([O-])=O)c3c2cccc3)=C2/c3ccccc3[N+](CCCCS(=O)([O-])=O)=C2c2ccccc2)CC/C1=C\C=C(c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2ccccc12)c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2c1cccc2.[Na+].[Na+].[Na+]
1021.0,ClC1=C(/C=C/C(c2c(-c3ccccc3)n(CCCCS(=O)([O-])=O)c3c2cccc3)=C2/c3ccccc3[N+](CCCCS(=O)([O-])=O)=C2c2ccccc2)CCC/C1=C\C=C(c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2ccccc12)c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2c1cccc2.[Na+].[Na+].[Na+]
1035.0,ClC1=C(/C=C/C(c2c(-c3ccccc3)n(CCCCS(=O)([O-])=O)c3c2cc2c(c3)OCO2)=C2/c3cc4c(cc3[N+](CCCCS(=O)([O-])=O)=C2c2ccccc2)OCO4)CCC/C1=C\C=C(c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2cc3c(cc12)OCO3)c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2c1cc1c(c2)OCO1.[Na+].[Na+].[Na+]
1052.0,ClC1=C(/C=C/C(c2c(-c3ccccc3)n(CCCCS(=O)([O-])=O)c3c2cc2c(c3)OCO2)=C2/c3cc4c(cc3[N+](CCCCS(=O)([O-])=O)=C2c2ccccc2)OCO4)CC/C1=C\C=C(c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2cc3c(cc12)OCO3)c1c(-c2ccccc2)n(CCCCS(=O)([O-])=O)c2c1cc1c(c2)OCO1.[Na+].[Na+].[Na+]
905.0,O=C1C(/C=C/c2c3ccc(N(CCCC)CCCC)cc3[s+]c(-c3ccc(OC)cc3)c2)=C/C(=C\C=C2\c3ccc(N(CCCC)CCCC)cc3SC(c3ccc(OC)cc3)=C2)C=C1.[O-][Cl+3]([O-])([O-])[O-]
1026.0,CN(C)c1cc2[o+]c(-c3ccccc3)cc(/C=C/C3=C(Cl)/C(=C/C=C4/c5ccc(N(C)C)cc5OC(c5ccccc5)=C4)CCC3)c2cc1.[O-][Cl+3]([O-])([O-])[O-]
1026.0,CN(C)c1cc2[o+]c(-c3ccccc3)cc(/C=C/C3=C(SCCC(O)=O)/C(=C/C=C4/c5ccc(N(C)C)cc5OC(c5ccccc5)=C4)CCC3)c2cc1.[O-][Cl+3]([O-])([O-])[O-]
883.0,CCN(CC)c1cc2c(c(-c3ccc(C(O)=O)cc3)c3c([o+]2)/C(=C/C2=C4C(=Cc5ccc(N(CC)CC)cc5O4)CCC2)CCC3)cc1.[O-][Cl+3]([O-])([O-])[O-]
981.0,CCN(CC)c1cc2c(cc3c([o+]2)/C(=C/C=C/C2=C4C(=Cc5ccc(N(CC)CC)cc5O4)CCC2)CCC3)cc1.[O-][Cl+3]([O-])([O-])[O-]
1089.0,CCN(CC)c1cc2c(cc3c([o+]2)/C(=C/C=C\C=C\C2=C4C(=Cc5ccc(N(CC)CC)cc5O4)CCC2)CCC3)cc1.[O-][Cl+3]([O-])([O-])[O-]
649.0,CC1(C)C(/C=C/C=C/C=C2/N(CC)c3ccc(S(=O)([O-])=O)cc3C2(C)C)=[N+](CCCCCC(O)=O)c2ccc(S(=O)([O-])=O)cc21
675.0,CC1(C)C(/C=C/C=C/C=C2/N(CC)c3ccc4c(cc(S(=O)([O-])=O)cc4S(=O)([O-])=O)c3C2(C)C)=[N+](CCCCCC(O)=O)c2ccc3c(cc(S(=O)([O-])=O)cc3S(=O)([O-])=O)c21
408.0,CC[n+]1c(/C=C2/N(CC)c3c(ccc(Cl)c3)S2)sc2ccc(Cl)cc12.[Cl-]
400.0,CCN1/C(=C/c2[n+](CCCCN)c3cc(Cl)ccc3s2)Sc2c1cc(Cl)cc2.[Cl-]
428.0,Clc1cc2c(cc1)S/C(=C\c1[n+](CCCCN)c3cc(Cl)ccc3s1)N2CCCCN.[Cl-]
756.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
767.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
760.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
757.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
754.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
755.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
779.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
913.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
922.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
919.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
911.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
898.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
898.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
913.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
428.0,COc1cc(/C=C/C(CC(/C=C/c2cc(OC)c(O)cc2)=O)=O)ccc1O
785.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC)c4ccccc4C3(C)C)CCC2)=[N+](CCCC)c2c1cccc2.[Br-]
606.0,CC1(C)C(/C=C/C2=C(N(Cc3ccccn3)Cc3ncccc3)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2.[I-]
685.0,CC1(C)C(/C=C/C2=C(N(CCSCC)CCSCC)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2.[I-]
695.0,CC1(C)C(/C=C/C2=C(N3CCSCCOCCOCCSCC3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2c1cc(S(=O)([O-])=O)cc2
627.0,CC1(C)C(/C=C/C2=C(NCCN(Cc3ncccc3)Cc3ccccn3)/C(=C/C=C3/N(CCCCS(=O)(O[Na])=O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCS(=O)([O-])=O)c2c1cccc2
610.0,CC1(C)C(/C=C/C2=C(N=[N+]=[N-])/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)=[N+](CC)c2c1cccc2
775.0,CC1(C)c2c(cccc2)N(CCC)/C1=C/C=C1\CCCC(/C=C/C2=[N+](CCC)c3c(cccc3)C2(C)C)=C1Cl
615.0,CC1(C)c2c(cccc2)N(CC)/C1=C/C=C1\CCCC(/C=C/C2=[N+](CC)c3c(cccc3)C2(C)C)=C1NCCC(O)=O
630.0,CC1(C)c2c(cccc2)N(CC)/C1=C/C=C1\CCCC(/C=C/C2=[N+](CC)c3c(cccc3)C2(C)C)=C1NC(C(O)=O)Cc1c[nH]c2c1cccc2
631.0,CC1(C)C(/C=C/C2=C(NCCc3cc(O)c(O)cc3)/C(=C/C=C3/N(CCCCCCCCCCC(OCC)=O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCCC(OCC)=O)c2c1cccc2
770.0,CC[N+]1=C(/C=C/C2=C(OC(C)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
710.0,CC1(C)C(/C=C/C2=C(O)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2
775.0,CC1(C)C(/C=C/C2=C(OC(C=C)=O)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2
780.0,CC[N+]1=C(/C=C/C2=C(OC(c3ccc([N+]([O-])=O)cc3)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
765.0,CC[N+]1=C(/C=C/C2=C(OC(c3c(C=O)cccc3)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
570.0,CC1(C)c2c(cccc2)[N+](C)=C1/C=C/c1c([O-])ccc(/C=C/C2=[N+](C)c3c(cccc3)C2(C)C)c1
747.0,CC1(C)C(/C=C/C2=C(P(c3ccccc3)(c3ccccc3)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)=[N+](CC)c2c1cccc2
735.0,CC1(C)C(/C=C/C=C/C=C/C=C2/N(C)c3ccccc3C2(C)C)N(C)c2c1cccc2
765.0,CC1(C)C(/C=C/C=C(Cl)/C=C/C=C2/N(CCCCS(=O)(O[Na])=O)c3ccccc3C2(C)C)N(CCCCS(=O)(O[Na])=O)c2c1cccc2
750.0,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(O[Na])=O)c3ccc4c(cccc4)c3C2(C)C)N(CCCCS(=O)(O[Na])=O)c2c1c1ccccc1cc2
700.0,CC[N+]1=C(/C=C/C2=C(N(Cc3ccccn3)Cc3ccco3)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
716.0,CCN1c2c(cc(C3=C([O-])/C(=C4/CC=C5N(CC)C(c6ccccc6)C(c6ccccc6)N(CC)C5=C4)C3=O)cc2)N(CC)C(c2ccccc2)C1c1ccccc1
678.0,O=C1C(=C2C(/C=C3/N(C(C)C)c4ccccc4C3(C)C)=C([O-])/C2=C\C2=[N+](C(C)C)c3c(cccc3)C2(C)C)C(=O)c2c1cccc2
657.0,O=C1/C(=C2\C(/C=C3/N(C(C)C)c4ccccc4C3(C)C)=C([O-])\C2=C/C2=[N+](C(C)C)c3c(cccc3)C2(C)C)C(=C(C#N)C#N)c2c1cccc2
724.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
